id,key,value,type
8605205,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605205,bicycle,designated,regular
8605205,condition,good,regular
8605205,cycleway,lane,regular
8605205,highway,secondary,regular
8605205,lanes,2,regular
8605205,ref,0 N334,massgis
8605205,way_id,116133,massgis
8605205,name,Washington Street,regular
8605205,source,massgis_import_v0.1_20071008141127,regular
8605205,width,21.3,regular
8605207,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605207,bicycle,designated,regular
8605207,bridge,yes,regular
8605207,condition,good,regular
8605207,cycleway,shared_lane,regular
8605207,highway,secondary,regular
8605207,lanes,2,regular
8605207,way_id,190766,massgis
8605207,name,Washington Street,regular
8605207,source,massgis_import_v0.1_20071008141127,regular
8605207,width,18.3,regular
8605208,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605208,condition,good,regular
8605208,highway,secondary,regular
8605208,lanes,2,regular
8605208,way_id,190766,massgis
8605208,name,Washington Street,regular
8605208,source,massgis_import_v0.1_20071008141127,regular
8605208,width,18.3,regular
8605216,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605216,bicycle,designated,regular
8605216,condition,good,regular
8605216,cycleway,shared_lane,regular
8605216,highway,secondary,regular
8605216,lanes,2,regular
8605216,ref,0 N325,massgis
8605216,way_id,177682,massgis
8605216,maxspeed,30 mph,regular
8605216,name,Prospect Street,regular
8605216,source,massgis_import_v0.1_20071008141127,regular
8605216,maxspeed,massgis,source
8605216,width,15.2,regular
8605229,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605229,condition,good,regular
8605229,hgv,yes,regular
8605229,highway,secondary,regular
8605229,lanes,3,regular
8605229,ref,0 N325,massgis
8605229,way_id,177682,massgis
8605229,maxspeed,30 mph,regular
8605229,name,Prospect Street,regular
8605229,oneway,yes,regular
8605229,source,massgis_import_v0.1_20071008141127,regular
8605229,hgv,MassGIS,source
8605229,maxspeed,massgis,source
8605229,width,13.7,regular
8605266,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605266,condition,fair,regular
8605266,highway,residential,regular
8605266,lanes,2,regular
8605266,way_id,168853,massgis
8605266,name,Church Street,regular
8605266,source,massgis_import_v0.1_20071008141127,regular
8605266,width,12.2,regular
8605306,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605306,condition,fair,regular
8605306,created_by,JOSM,regular
8605306,highway,secondary,regular
8605306,lanes,2,regular
8605306,way_id,207152,massgis
8605306,name,Warren Street,regular
8605306,oneway,yes,regular
8605306,source,massgis_import_v0.1_20071008141127,regular
8605306,width,9.1,regular
8605310,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605310,condition,fair,regular
8605310,highway,tertiary,regular
8605310,lanes,2,regular
8605310,way_id,211327,massgis
8605310,name,Concord Avenue,regular
8605310,source,massgis_import_v0.1_20071008141127,regular
8605310,width,24.4,regular
8605345,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605345,condition,fair,regular
8605345,highway,residential,regular
8605345,lanes,2,regular
8605345,way_id,199972,massgis
8605345,name,Franklin Street,regular
8605345,oneway,yes,regular
8605345,source,massgis_import_v0.1_20071008141127,regular
8605345,width,12.2,regular
8605356,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605356,condition,fair,regular
8605356,highway,tertiary,regular
8605356,way_id,212423,massgis
8605356,name,Summer Street,regular
8605356,oneway,yes,regular
8605356,sidewalk,both,regular
8605356,source,massgis_import_v0.1_20071008141127,regular
8605356,width,13.7,regular
8605423,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605423,bicycle,designated,regular
8605423,bridge,yes,regular
8605423,condition,deficient,regular
8605423,cycleway,shared_lane,regular
8605423,hgv,yes,regular
8605423,highway,tertiary,regular
8605423,lanes,2,regular
8605423,way_id,209761,massgis
8605423,name,Dane Street,regular
8605423,source,massgis_import_v0.1_20071008141127,regular
8605423,hgv,MassGIS,source
8605423,width,12.2,regular
8605549,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605549,condition,good,regular
8605549,highway,secondary,regular
8605549,lanes,3,regular
8605549,ref,0 N325,massgis
8605549,way_id,177682,massgis
8605549,maxspeed,30 mph,regular
8605549,name,Prospect Street,regular
8605549,oneway,yes,regular
8605549,source,massgis_import_v0.1_20071008141127,regular
8605549,maxspeed,massgis,source
8605549,width,15.2,regular
8605568,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605568,condition,fair,regular
8605568,highway,tertiary,regular
8605568,lanes,2,regular
8605568,way_id,211327,massgis
8605568,name,Concord Avenue,regular
8605568,source,massgis_import_v0.1_20071008141127,regular
8605568,width,9.1,regular
8605671,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605671,highway,unclassified,regular
8605671,way_id,274,massgis
8605671,source,massgis_import_v0.1_20071008141127,regular
8605673,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605673,highway,unclassified,regular
8605673,way_id,274,massgis
8605673,oneway,yes,regular
8605673,source,MassGIS;Bing,regular
8605680,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605680,highway,service,regular
8605680,way_id,274,massgis
8605680,service,driveway,regular
8605680,source,massgis_import_v0.1_20071008141127,regular
8605696,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605696,condition,good,regular
8605696,highway,secondary,regular
8605696,lanes,2,regular
8605696,way_id,116133,massgis
8605696,name,Washington Street,regular
8605696,oneway,yes,regular
8605696,source,massgis_import_v0.1_20071008141127,regular
8605696,width,18.3,regular
8605712,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605712,highway,residential,regular
8605712,way_id,274,massgis
8605712,oneway,yes,regular
8605712,source,massgis_import_v0.1_20071008141127,regular
8605715,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605715,highway,service,regular
8605715,way_id,274,massgis
8605715,source,massgis_import_v0.1_20071008141127,regular
8605740,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605740,condition,good,regular
8605740,highway,residential,regular
8605740,lanes,2,regular
8605740,way_id,211327,massgis
8605740,name,Concord Avenue,regular
8605740,oneway,yes,regular
8605740,source,massgis_import_v0.1_20071008141127,regular
8605740,width,12.2,regular
8605743,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605743,highway,service,regular
8605743,way_id,274,massgis
8605743,service,driveway,regular
8605743,source,massgis_import_v0.1_20071008141127,regular
8605769,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605769,highway,service,regular
8605769,way_id,274,massgis
8605769,source,massgis_import_v0.1_20071008141127,regular
8605806,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605806,highway,residential,regular
8605806,way_id,274,massgis
8605806,source,massgis_import_v0.1_20071008141127,regular
8605821,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605821,condition,intolerable,regular
8605821,highway,residential,regular
8605821,lanes,2,regular
8605821,way_id,174975,massgis
8605821,name,Fitchburg Street,regular
8605821,source,massgis_import_v0.1_20071008141127,regular
8605821,surface,bricks,regular
8605821,width,12.2,regular
8605831,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605831,condition,fair,regular
8605831,highway,tertiary,regular
8605831,lanes,2,regular
8605831,way_id,211327,massgis
8605831,name,Concord Avenue,regular
8605831,source,massgis_import_v0.1_20071008141127,regular
8605831,width,12.5,regular
8605869,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8605869,condition,good,regular
8605869,highway,service,regular
8605869,way_id,116133,massgis
8605869,source,massgis_import_v0.1_20071008141127,regular
8610040,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8610040,condition,good,regular
8610040,highway,residential,regular
8610040,lanes,2,regular
8610040,way_id,186615,massgis
8610040,name,Florence Street,regular
8610040,oneway,yes,regular
8610040,source,massgis_import_v0.1_20071008141127,regular
8610040,width,12.2,regular
8610043,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8610043,condition,fair,regular
8610043,highway,tertiary,regular
8610043,lanes,1,regular
8610043,way_id,212423,massgis
8610043,name,Summer Street,regular
8610043,oneway,yes,regular
8610043,sidewalk,both,regular
8610043,source,massgis_import_v0.1_20071008141127,regular
8610043,width,13.7,regular
8614574,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614574,condition,fair,regular
8614574,highway,residential,regular
8614574,lanes,2,regular
8614574,way_id,197226,massgis
8614574,name,Osborn Street,regular
8614574,source,massgis_import_v0.1_20071008165629,regular
8614574,width,12.2,regular
8614580,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614580,condition,fair,regular
8614580,created_by,JOSM,regular
8614580,highway,residential,regular
8614580,lanes,2,regular
8614580,way_id,200277,massgis
8614580,name,South Street,regular
8614580,oneway,yes,regular
8614580,source,massgis_import_v0.1_20071008165629,regular
8614580,width,8.5,regular
8614582,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614582,condition,fair,regular
8614582,created_by,JOSM,regular
8614582,highway,residential,regular
8614582,lanes,2,regular
8614582,way_id,150887,massgis
8614582,name,Marcella Street,regular
8614582,oneway,yes,regular
8614582,source,massgis_import_v0.1_20071008165629,regular
8614582,width,12.2,regular
8614583,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614583,condition,fair,regular
8614583,hgv,no,regular
8614583,highway,trunk,regular
8614583,lanes,2,regular
8614583,ref,0 N337,massgis
8614583,way_id,147092,massgis
8614583,name,Land Boulevard,regular
8614583,official_name,Edwin H. Land Boulevard,regular
8614583,old_ref,SR 3,regular
8614583,oneway,yes,regular
8614583,source,massgis_import_v0.1_20071008165629,regular
8614583,width,18.9,regular
8614584,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614584,condition,fair,regular
8614584,highway,residential,regular
8614584,lanes,2,regular
8614584,way_id,202493,massgis
8614584,name,Flagg Street,regular
8614584,source,massgis_import_v0.1_20071008165629,regular
8614584,width,12.2,regular
8614585,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614585,condition,fair,regular
8614585,highway,secondary,regular
8614585,lanes,2,regular
8614585,way_id,204646,massgis
8614585,maxspeed,25 mph,regular
8614585,name,Columbia Street,regular
8614585,source,massgis_import_v0.1_20071008165629,regular
8614585,maxspeed,massgis,source
8614585,width,14.9,regular
8614586,cycleway,lane,regular
8614586,highway,residential,regular
8614586,name,Chauncy Street,regular
8614586,oneway,yes,regular
8614587,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614587,condition,fair,regular
8614587,highway,residential,regular
8614587,lanes,1,regular
8614587,way_id,115209,massgis
8614587,name,McTernan Street,regular
8614587,oneway,yes,regular
8614587,source,massgis_import_v0.1_20071008165629,regular
8614587,width,12.2,regular
8614588,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614588,condition,good,regular
8614588,highway,residential,regular
8614588,lanes,2,regular
8614588,way_id,131901,massgis
8614588,name,W Harrington Memorial Way,regular
8614588,source,massgis_import_v0.1_20071008165629,regular
8614588,width,10.7,regular
8614590,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614590,condition,deficient,regular
8614590,highway,residential,regular
8614590,lanes,2,regular
8614590,way_id,171727,massgis
8614590,name,Norfolk Street,regular
8614590,oneway,yes,regular
8614590,source,massgis_import_v0.1_20071008165629,regular
8614590,width,12.2,regular
8614591,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614591,condition,fair,regular
8614591,highway,trunk,regular
8614591,lanes,3,regular
8614591,way_id,159753,massgis
8614591,name,Charles River Dam Road,regular
8614591,old_ref,SR 3,regular
8614591,oneway,yes,regular
8614591,ref,MA 28,regular
8614591,source,massgis_import_v0.1_20071008165629,regular
8614591,width,30.5,regular
8614593,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614593,condition,fair,regular
8614593,created_by,JOSM,regular
8614593,highway,residential,regular
8614593,lanes,2,regular
8614593,way_id,171099,massgis
8614593,name,Centre Street,regular
8614593,source,massgis_import_v0.1_20071008165629,regular
8614593,width,13.4,regular
8614599,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614599,condition,fair,regular
8614599,created_by,JOSM,regular
8614599,highway,residential,regular
8614599,lanes,2,regular
8614599,way_id,146022,massgis
8614599,name,Remington Street,regular
8614599,oneway,yes,regular
8614599,source,massgis_import_v0.1_20071008165629,regular
8614599,width,11.6,regular
8614601,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614601,condition,fair,regular
8614601,created_by,JOSM,regular
8614601,highway,residential,regular
8614601,lanes,2,regular
8614601,way_id,174312,massgis
8614601,name,Bancroft Street,regular
8614601,source,massgis_import_v0.1_20071008165629,regular
8614601,width,12.2,regular
8614603,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614603,condition,fair,regular
8614603,created_by,JOSM,regular
8614603,highway,residential,regular
8614603,lanes,2,regular
8614603,way_id,164220,massgis
8614603,name,Highland Park,regular
8614603,source,massgis_import_v0.1_20071008165629,regular
8614603,width,9.1,regular
8614604,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614604,condition,fair,regular
8614604,created_by,JOSM,regular
8614604,highway,residential,regular
8614604,lanes,2,regular
8614604,way_id,187161,massgis
8614604,name,Greenough Avenue,regular
8614604,oneway,yes,regular
8614604,source,massgis_import_v0.1_20071008165629,regular
8614604,width,12.2,regular
8614605,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614605,condition,fair,regular
8614605,highway,residential,regular
8614605,lanes,2,regular
8614605,way_id,170665,massgis
8614605,name,Magnolia Avenue,regular
8614605,oneway,no,regular
8614605,source,massgis_import_v0.1_20071008165629,regular
8614605,width,12.2,regular
8614608,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614608,condition,good,regular
8614608,created_by,JOSM,regular
8614608,highway,residential,regular
8614608,lanes,2,regular
8614608,way_id,206621,massgis
8614608,name,Scott Street,regular
8614608,source,massgis_import_v0.1_20071008165629,regular
8614608,width,11.6,regular
8614612,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614612,condition,fair,regular
8614612,highway,residential,regular
8614612,lanes,2,regular
8614612,way_id,163047,massgis
8614612,name,Green Street,regular
8614612,oneway,yes,regular
8614612,source,massgis_import_v0.1_20071008165629,regular
8614612,width,12.2,regular
8614614,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614614,condition,good,regular
8614614,highway,residential,regular
8614614,lanes,2,regular
8614614,way_id,127550,massgis
8614614,name,Market Street,regular
8614614,source,massgis_import_v0.1_20071008165629,regular
8614614,width,12.2,regular
8614618,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614618,condition,fair,regular
8614618,highway,residential,regular
8614618,lanes,1,regular
8614618,way_id,176260,massgis
8614618,name,Lawrence Street,regular
8614618,oneway,yes,regular
8614618,source,massgis_import_v0.1_20071008165629,regular
8614618,width,12.2,regular
8614620,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614620,condition,fair,regular
8614620,highway,primary,regular
8614620,lanes,2,regular
8614620,way_id,193208,massgis
8614620,name,Massachusetts Avenue,regular
8614620,oneway,yes,regular
8614620,ref,MA 2A,regular
8614620,source,massgis_import_v0.1_20071008165629,regular
8614620,width,16.5,regular
8614633,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614633,condition,fair,regular
8614633,highway,residential,regular
8614633,lanes,2,regular
8614633,way_id,189530,massgis
8614633,name,Banks Street,regular
8614633,source,massgis_import_v0.1_20071008165629,regular
8614633,width,12.2,regular
8614708,alt_name,5th Street,regular
8614708,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614708,condition,fair,regular
8614708,highway,residential,regular
8614708,lanes,2,regular
8614708,way_id,192238,massgis
8614708,name,Fifth Street,regular
8614708,source,massgis_import_v0.1_20071008165629,regular
8614708,width,14.6,regular
8614710,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614710,condition,good,regular
8614710,cycleway,lane,regular
8614710,highway,secondary,regular
8614710,lanes,2,regular
8614710,ref,0 N322,massgis
8614710,way_id,146515,massgis
8614710,name,Sidney Street,regular
8614710,oneway,yes,regular
8614710,source,massgis_import_v0.1_20071008165629,regular
8614710,width,12.2,regular
8614732,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614732,condition,deficient,regular
8614732,highway,residential,regular
8614732,lanes,2,regular
8614732,way_id,164689,massgis
8614732,name,Blackstone Street,regular
8614732,source,massgis_import_v0.1_20071008165629,regular
8614732,width,13.7,regular
8614738,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614738,condition,fair,regular
8614738,created_by,Potlatch 0.9b,regular
8614738,highway,residential,regular
8614738,lanes,2,regular
8614738,way_id,142506,massgis
8614738,name,Carlisle Street,regular
8614738,oneway,yes,regular
8614738,source,massgis_import_v0.1_20071008165629,regular
8614738,width,11.0,regular
8614740,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614740,condition,fair,regular
8614740,cycleway,lane,regular
8614740,highway,secondary,regular
8614740,lanes,2,regular
8614740,way_id,150196,massgis
8614740,name,Quincy Street,regular
8614740,oneway,yes,regular
8614740,source,massgis_import_v0.1_20071008165629,regular
8614740,width,11.6,regular
8614748,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614748,condition,fair,regular
8614748,highway,residential,regular
8614748,lanes,1,regular
8614748,way_id,189114,massgis
8614748,name,Hamlin Street,regular
8614748,oneway,yes,regular
8614748,source,massgis_import_v0.1_20071008165629,regular
8614748,width,12.2,regular
8614760,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614760,condition,fair,regular
8614760,highway,residential,regular
8614760,lanes,2,regular
8614760,way_id,157887,massgis
8614760,name,Akron Street,regular
8614760,oneway,yes,regular
8614760,source,massgis_import_v0.1_20071008165629,regular
8614760,width,12.2,regular
8614762,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614762,condition,good,regular
8614762,highway,primary,regular
8614762,lanes,2,regular
8614762,way_id,155374,massgis
8614762,oneway,yes,regular
8614762,ref,MA 2,regular
8614762,source,massgis_import_v0.1_20071008165629,regular
8614762,width,16.8,regular
8614766,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614766,condition,fair,regular
8614766,created_by,JOSM,regular
8614766,highway,residential,regular
8614766,lanes,2,regular
8614766,way_id,152675,massgis
8614766,name,Goodman Road,regular
8614766,oneway,yes,regular
8614766,source,massgis_import_v0.1_20071008165629,regular
8614766,width,10.7,regular
8614767,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614767,highway,service,regular
8614767,way_id,49,massgis
8614767,oneway,no,regular
8614767,service,parking_aisle,regular
8614767,source,massgis_import_v0.1_20071008165629,regular
8614768,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614768,condition,fair,regular
8614768,highway,trunk_link,regular
8614768,lanes,1,regular
8614768,way_id,111503,massgis
8614768,oneway,yes,regular
8614768,ref,MA 2,regular
8614768,source,massgis_import_v0.1_20071008165629,regular
8614768,width,13.7,regular
8614772,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614772,condition,fair,regular
8614772,highway,residential,regular
8614772,lanes,2,regular
8614772,way_id,171626,massgis
8614772,name,Athens Street,regular
8614772,oneway,yes,regular
8614772,source,massgis_import_v0.1_20071008165629,regular
8614772,width,11.6,regular
8614782,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614782,condition,fair,regular
8614782,highway,primary,regular
8614782,lanes,2,regular
8614782,way_id,210303,massgis
8614782,name,Peabody Street,regular
8614782,oneway,yes,regular
8614782,ref,MA 2A,regular
8614782,source,massgis_import_v0.1_20071008165629,regular
8614782,width,18.3,regular
8614788,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614788,condition,fair,regular
8614788,highway,residential,regular
8614788,lanes,2,regular
8614788,way_id,115977,massgis
8614788,name,Cherry Street,regular
8614788,oneway,yes,regular
8614788,source,massgis_import_v0.1_20071008165629,regular
8614788,width,9.8,regular
8614791,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614791,condition,fair,regular
8614791,created_by,JOSM,regular
8614791,highway,residential,regular
8614791,lanes,2,regular
8614791,way_id,211376,massgis
8614791,name,Irving Street,regular
8614791,oneway,yes,regular
8614791,source,massgis_import_v0.1_20071008165629,regular
8614791,width,12.2,regular
8614796,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614796,condition,good,regular
8614796,highway,tertiary,regular
8614796,lanes,2,regular
8614796,way_id,133729,massgis
8614796,name,Charles Street,regular
8614796,source,massgis_import_v0.1_20071008165629,regular
8614796,width,15.2,regular
8614798,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614798,condition,fair,regular
8614798,highway,residential,regular
8614798,lanes,2,regular
8614798,way_id,155494,massgis
8614798,name,Kirkland Road,regular
8614798,source,massgis_import_v0.1_20071008165629,regular
8614798,width,9.1,regular
8614800,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614800,condition,fair,regular
8614800,created_by,Merkaartor 0.12,regular
8614800,highway,residential,regular
8614800,lanes,2,regular
8614800,way_id,183303,massgis
8614800,name,Amory Street,regular
8614800,oneway,yes,regular
8614800,source,massgis_import_v0.1_20071008165629,regular
8614800,width,11.6,regular
8614802,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614802,condition,fair,regular
8614802,created_by,JOSM,regular
8614802,highway,secondary,regular
8614802,lanes,2,regular
8614802,way_id,150196,massgis
8614802,name,Quincy Street,regular
8614802,oneway,yes,regular
8614802,source,massgis_import_v0.1_20071008165629,regular
8614802,width,12.2,regular
8614804,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614804,condition,fair,regular
8614804,highway,residential,regular
8614804,lanes,2,regular
8614804,way_id,192911,massgis
8614804,name,Bent Street,regular
8614804,source,massgis_import_v0.1_20071008165629,regular
8614804,width,13.7,regular
8614805,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614805,condition,good,regular
8614805,hgv,yes,regular
8614805,highway,trunk_link,regular
8614805,lanes,2,regular
8614805,way_id,134323,massgis
8614805,oneway,yes,regular
8614805,source,massgis_import_v0.1_20071008165629,regular
8614805,width,12.2,regular
8614808,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8614808,condition,fair,regular
